AnimalType,SexUponOutcome,AgeUponOutcome,Breed1,Breed2,Color,Outcome
Dog,Neutered Male,1460,American Bulldog,Labrador Retriever,Black/White,Adoption/
Dog,Neutered Male,1095,Catahoula Mix,Catahoula Mix,White/Brown,Adoption/
Dog,Neutered Male,1095,Swedish Vallhund Mix,Swedish Vallhund Mix,Sable,Adoption/
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/
Cat,Intact Female,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Transfer/SCRP
Dog,Intact Female,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,White/Tan,Transfer/Partner
Dog,Intact Female,30,German Shepherd Mix,German Shepherd Mix,Brown,Transfer/Partner
Cat,Intact Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Adoption/
Cat,Intact Male,28,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Cat,Unknown,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Euthanasia/Suffering
Cat,Intact Female,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Transfer/Partner
Dog,Spayed Female,365,Labrador Retriever Mix,Labrador Retriever Mix,Black/White,Adoption/
Cat,Unknown,1,Domestic Shorthair Mix,Domestic Shorthair Mix,Cream Tabby,Transfer/Partner
Dog,Neutered Male,300,Blue Lacy Mix,Blue Lacy Mix,Fawn,Adoption/
Cat,Neutered Male,60,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Orange Tabby/White,Adoption/
Cat,Intact Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Chocolate,Transfer/Partner
Cat,Spayed Female,60,Maine Coon Mix,Maine Coon Mix,Black Tabby,Adoption/Foster
Dog,Spayed Female,365,Labrador Retriever,Pit Bull,Chocolate,Transfer/Partner
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby/White,Adoption/
Cat,Spayed Female,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie/White,Adoption/Foster
Cat,Spayed Female,2555,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,others
Dog,Neutered Male,2190,Newfoundland,Border Collie,Black,Adoption/
Dog,Spayed Female,365,Australian Cattle Dog,Australian Cattle Dog,White/Red,Return_to_owner/
Dog,Spayed Female,1460,Lhasa Apso,Yorkshire Terrier,Black/White,Transfer/Partner
Dog,Spayed Female,240,Pit Bull Mix,Pit Bull Mix,Black/White,Adoption/
Dog,Neutered Male,1460,Toy Poodle Mix,Toy Poodle Mix,White,Adoption/
Cat,Intact Male,730,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Orange Tabby,Transfer/SCRP
Dog,Intact Male,3650,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Yellow,Transfer/Partner
Cat,Neutered Male,5475,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,others
Cat,Intact Female,210,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Transfer/SCRP
Dog,Intact Male,365,Labrador Retriever Mix,Labrador Retriever Mix,Black,Transfer/Partner
Dog,Spayed Female,30,German Shepherd Mix,German Shepherd Mix,Sable,Adoption/
Cat,Intact Male,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/SCRP
Dog,Neutered Male,4015,Rat Terrier Mix,Rat Terrier Mix,Tricolor,Return_to_owner/
Dog,Spayed Female,1095,Rhod Ridgeback Mix,Rhod Ridgeback Mix,Tan/White,Adoption/
Dog,Neutered Male,180,Labrador Retriever,Border Collie,Black/White,Adoption/
Dog,Neutered Male,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black/Brown,Adoption/
Cat,Intact Female,21,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Transfer/Partner
Dog,Spayed Female,1460,Catahoula Mix,Catahoula Mix,White/Tan,Adoption/Foster
Dog,Spayed Female,1095,Yorkshire Terrier Mix,Yorkshire Terrier Mix,Black/Tan,Adoption/
Dog,Neutered Male,730,Yorkshire Terrier,Chihuahua Longhair,Silver/Tan,Transfer/Partner
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico/White,Adoption/Foster
Dog,Intact Male,180,Australian Cattle Dog Mix,Australian Cattle Dog Mix,White/Red,Transfer/Partner
Dog,Intact Male,180,Pit Bull Mix,Pit Bull Mix,Black/White,Transfer/Partner
Dog,Spayed Female,365,German Shepherd Mix,German Shepherd Mix,Black,Return_to_owner/
Cat,Intact Female,21,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Transfer/Partner
Dog,Spayed Female,1095,Pit Bull Mix,Pit Bull Mix,Brown Brindle/White,Return_to_owner/
Dog,Neutered Male,365,Australian Kelpie Mix,Australian Kelpie Mix,Brown Brindle/White,Adoption/
Dog,Intact Female,730,Shih Tzu Mix,Shih Tzu Mix,White/Brown,Transfer/Partner
Cat,Intact Male,30,Siamese Mix,Siamese Mix,Seal Point,Transfer/Partner
Cat,Neutered Male,1825,Siamese Mix,Siamese Mix,Seal Point,Transfer/Partner
Dog,Spayed Female,365,Siberian Husky Mix,Siberian Husky Mix,Black/White,Transfer/Partner
Dog,Spayed Female,210,Pit Bull Mix,Pit Bull Mix,Brown/White,Transfer/Partner
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Adoption/
Cat,Intact Male,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Cream Tabby,Transfer/SCRP
Cat,Neutered Male,90,Domestic Shorthair Mix,Domestic Shorthair Mix,White,Adoption/
Cat,Spayed Female,210,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Black,Adoption/Foster
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/
Dog,Spayed Female,365,Jack Russell Terrier Mix,Jack Russell Terrier Mix,White/Tan,Adoption/
Dog,Spayed Female,1825,Labrador Retriever Mix,Labrador Retriever Mix,Tan,Return_to_owner/
Cat,Intact Male,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Dog,Spayed Female,1095,Catahoula Mix,Catahoula Mix,Brown Brindle/White,Return_to_owner/
Cat,Spayed Female,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Adoption/
Dog,Spayed Female,240,Anatol Shepherd,Redbone Hound,Brown,Transfer/Partner
Dog,Neutered Male,1460,Queensland Heeler Mix,Queensland Heeler Mix,Black/White,Adoption/
Dog,Spayed Female,60,Chihuahua Shorthair,Jack Russell Terrier,Buff/Yellow,Adoption/
Dog,Neutered Male,730,Schipperke,Chihuahua Shorthair,Red,Transfer/Partner
Cat,Spayed Female,2190,Domestic Longhair Mix,Domestic Longhair Mix,Black,Return_to_owner/
Cat,Spayed Female,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Transfer/Partner
Dog,Spayed Female,1095,Pit Bull Mix,Pit Bull Mix,Red/White,Return_to_owner/
Cat,Intact Female,180,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Euthanasia/Suffering
Cat,Intact Female,180,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Adoption/
Cat,Spayed Female,2920,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Return_to_owner/
Cat,Intact Male,21,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Dog,Intact Female,35,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Tricolor,Transfer/Partner
Cat,Intact Female,30,Domestic Shorthair Mix,Domestic Shorthair Mix,White,Transfer/Partner
Cat,Intact Male,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby/White,Transfer/Partner
Cat,Neutered Male,90,Domestic Longhair Mix,Domestic Longhair Mix,Blue Tabby,Adoption/Foster
Cat,Intact Male,120,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,others
Dog,Neutered Male,1095,Shiba Inu Mix,Shiba Inu Mix,Tan,Adoption/
Dog,Spayed Female,2555,Dachshund Longhair Mix,Dachshund Longhair Mix,Brown/Tan,Adoption/
Dog,Spayed Female,1095,Border Collie Mix,Border Collie Mix,Tricolor/Chocolate,Transfer/Partner
Cat,Intact Female,2,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Transfer/Partner
Dog,Neutered Male,730,Labrador Retriever Mix,Labrador Retriever Mix,Black/White,Return_to_owner/
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Adoption/
Dog,Neutered Male,730,Rat Terrier Mix,Rat Terrier Mix,Tricolor,Adoption/
Dog,Neutered Male,180,Dachshund Mix,Dachshund Mix,White/Brown Brindle,Adoption/
Cat,Intact Female,21,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Cat,Spayed Female,1095,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Adoption/
Dog,Neutered Male,270,Nova Scotia Duck Tolling Retriever,Nova Scotia Duck Tolling Retriever,Tan/White,Adoption/
Dog,Neutered Male,365,Pit Bull Mix,Pit Bull Mix,Brown Brindle/White,Return_to_owner/
Dog,Intact Male,90,Pit Bull,Chihuahua Shorthair,Tan,Return_to_owner/
Dog,Spayed Female,90,Chihuahua Longhair,Chihuahua Longhair,Brown/White,Adoption/
Dog,Neutered Male,270,Great Pyrenees Mix,Great Pyrenees Mix,White/Brown,Adoption/
Dog,Intact Male,2190,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,Return_to_owner/
Dog,Neutered Male,240,Australian Cattle Dog,Labrador Retriever,Tan,Adoption/
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Adoption/
Dog,Intact Male,1095,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tricolor,Transfer/Partner
Cat,Neutered Male,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby/White,Adoption/Foster
Dog,Neutered Male,3650,Pug,Beagle,Tan,Transfer/Partner
Cat,Intact Male,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Euthanasia/Suffering
Dog,Spayed Female,730,Cairn Terrier,Chihuahua Longhair,Brown/Black,Adoption/
Cat,Spayed Female,1095,Domestic Shorthair,Domestic Shorthair,Black/White,Transfer/Partner
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby/White,Adoption/
Dog,Spayed Female,270,Labrador Retriever Mix,Labrador Retriever Mix,Black/White,Adoption/
Dog,Spayed Female,2190,Pit Bull Mix,Pit Bull Mix,Tan,Transfer/Partner
Dog,Intact Male,30,Australian Kelpie Mix,Australian Kelpie Mix,Tricolor,Transfer/Partner
Cat,Unknown,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Dog,Spayed Female,1460,Pit Bull,Catahoula,Brown/White,Transfer/Partner
Dog,Spayed Female,1095,Miniature Poodle Mix,Miniature Poodle Mix,White,Return_to_owner/
Dog,Neutered Male,1460,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Return_to_owner/
Dog,Intact Female,1460,Pomeranian Mix,Pomeranian Mix,Cream,Return_to_owner/
Dog,Intact Female,1460,Boxer Mix,Boxer Mix,Brown/White,Return_to_owner/
Dog,Spayed Female,1095,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Red,Return_to_owner/
Dog,Neutered Male,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,Return_to_owner/
Cat,Unknown,28,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Transfer/Partner
Dog,Neutered Male,730,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black/Tan,Adoption/
Dog,Spayed Female,730,Flat Coat Retriever,German Shepherd,Black,Adoption/
Cat,Intact Female,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Transfer/Partner
Dog,Neutered Male,1460,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan/White,Transfer/Partner
Dog,Neutered Male,730,Chihuahua Shorthair,Chihuahua Shorthair,Black/Brown,Adoption/
Dog,Spayed Female,365,Rhod Ridgeback Mix,Rhod Ridgeback Mix,Fawn/White,Return_to_owner/
Dog,Spayed Female,2190,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tricolor,Adoption/
Dog,Neutered Male,240,Norfolk Terrier Mix,Norfolk Terrier Mix,Brown/White,Adoption/
Dog,Spayed Female,60,Yorkshire Terrier,Rat Terrier,Tricolor,Adoption/Foster
Dog,Spayed Female,60,Boxer Mix,Boxer Mix,Tricolor,Adoption/
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Adoption/
Cat,Intact Female,1095,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue/White,Transfer/Partner
Cat,Intact Female,28,Domestic Shorthair Mix,Domestic Shorthair Mix,White/Blue,Transfer/Partner
Cat,Spayed Female,150,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Adoption/
Dog,Neutered Male,730,Cairn Terrier,Yorkshire Terrier,Tricolor,Adoption/
Dog,Neutered Male,365,Border Terrier,Dachshund Wirehair,Tricolor,Adoption/
Cat,Unknown,14,Siamese Mix,Siamese Mix,Seal Point,Transfer/Partner
Dog,Spayed Female,730,Australian Cattle Dog,Staffordshire,Black/Brown,Adoption/
Dog,Neutered Male,4380,Labrador Retriever Mix,Labrador Retriever Mix,Black,Return_to_owner/
Dog,Neutered Male,270,Pit Bull Mix,Pit Bull Mix,Black/White,Adoption/Offsite
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/
Dog,Neutered Male,60,German Shepherd,Australian Cattle Dog,Tricolor,Adoption/
Cat,Intact Female,28,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Transfer/Partner
Cat,Intact Male,21,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Transfer/Partner
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,White/Black,Adoption/
Dog,Neutered Male,1460,Pit Bull Mix,Pit Bull Mix,Black/White,Adoption/
Dog,Spayed Female,60,Australian Shepherd Mix,Australian Shepherd Mix,Brown/White,Transfer/Partner
Dog,Intact Male,60,Great Pyrenees,Labrador Retriever,White,Transfer/Partner
Cat,Intact Female,30,Siamese,Siamese,Seal Point,Adoption/
Dog,Neutered Male,730,Finnish Spitz Mix,Finnish Spitz Mix,Red/Cream,Return_to_owner/
Dog,Intact Male,180,Catahoula Mix,Catahoula Mix,White/Tan,Transfer/Partner
Dog,Neutered Male,365,Manchester Terrier Mix,Manchester Terrier Mix,Black/Tan,Adoption/
Dog,Neutered Male,120,Anatol Shepherd,Border Collie,Sable/White,Adoption/
Dog,Spayed Female,1095,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Black/White,Adoption/
Dog,Intact Male,730,Pit Bull Mix,Pit Bull Mix,Blue,Euthanasia/Aggressive
Dog,Intact Female,6570,Pekingese Mix,Pekingese Mix,White/Tan,Return_to_owner/
Dog,Intact Female,30,Pit Bull Mix,Pit Bull Mix,White/Chocolate,Transfer/Partner
Dog,Spayed Female,730,Pit Bull Mix,Pit Bull Mix,Black/White,Adoption/
Cat,Neutered Male,2555,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Transfer/Partner
Dog,Spayed Female,2190,Pit Bull Mix,Pit Bull Mix,Brown Brindle/White,Return_to_owner/
Dog,Spayed Female,4015,Pit Bull Mix,Pit Bull Mix,Brown,Return_to_owner/
Dog,Spayed Female,365,Pit Bull Mix,Pit Bull Mix,Tan,Adoption/
Cat,Unknown,7,Domestic Shorthair Mix,Domestic Shorthair Mix,White,Transfer/Partner
Cat,Spayed Female,30,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Torbie/White,Adoption/Foster
Dog,Neutered Male,1825,Labrador Retriever Mix,Labrador Retriever Mix,Black,Transfer/Partner
Cat,Spayed Female,1825,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Adoption/
Dog,Spayed Female,2920,Beagle,Beagle,Tricolor,Return_to_owner/
Dog,Spayed Female,330,American Pit Bull Terrier,American Pit Bull Terrier,Blue/White,Return_to_owner/
Dog,Spayed Female,730,Labrador Retriever Mix,Labrador Retriever Mix,Black/White,Adoption/
Cat,Neutered Male,365,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Blue Tabby/White,Transfer/Partner
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Adoption/Foster
Dog,Spayed Female,730,Toy Poodle,Toy Poodle,White,Return_to_owner/
Cat,Spayed Female,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Transfer/Partner
Dog,Spayed Female,365,Pit Bull Mix,Pit Bull Mix,Red/White,Transfer/Partner
Dog,Neutered Male,730,Labrador Retriever,St. Bernard Rough Coat,White/Brown,Return_to_owner/
Cat,Neutered Male,90,Manx Mix,Manx Mix,Blue Tabby,Adoption/Foster
Dog,Spayed Female,1825,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Adoption/
Cat,Spayed Female,210,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Adoption/
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Adoption/
Cat,Intact Female,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie/White,Transfer/SCRP
Cat,Spayed Female,180,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Dog,Intact Male,1460,German Shepherd,German Shepherd,Brown/Black,Transfer/Partner
Cat,Spayed Female,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue/White,Adoption/
Cat,Intact Male,90,Siamese Mix,Siamese Mix,Seal Point,Transfer/Partner
Dog,Spayed Female,60,Chihuahua Shorthair,Dachshund,Chocolate/Brown,Adoption/
Dog,Spayed Female,730,Pit Bull Mix,Pit Bull Mix,Fawn/White,Return_to_owner/
Cat,Unknown,7,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Cat,Intact Male,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Transfer/Partner
Dog,Intact Male,730,Catahoula,Border Collie,Brown Merle/White,Return_to_owner/
Cat,Neutered Male,180,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/SCRP
Dog,Neutered Male,1460,Maltese,Toy Poodle,Black/Gray,Return_to_owner/
Cat,Intact Male,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Euthanasia/Suffering
Cat,Spayed Female,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Dog,Spayed Female,730,Basset Hound Mix,Basset Hound Mix,Tricolor,Return_to_owner/
Dog,Neutered Male,2555,Pit Bull Mix,Pit Bull Mix,Blue/White,Transfer/Partner
Dog,Neutered Male,365,Labrador Retriever Mix,Labrador Retriever Mix,Black,Adoption/
Dog,Spayed Female,2920,Labrador Retriever Mix,Labrador Retriever Mix,Black/White,Return_to_owner/
Dog,Intact Female,365,Pekingese,Chihuahua Shorthair,White/Tan,Transfer/Partner
Dog,Intact Male,730,Catahoula Mix,Catahoula Mix,Yellow/White,Euthanasia/Aggressive
Dog,Neutered Male,1825,Pit Bull Mix,Pit Bull Mix,Tan/Black,Euthanasia/Aggressive
Cat,Intact Female,90,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Gray/White,Transfer/SCRP
Dog,Spayed Female,60,Labrador Retriever Mix,Labrador Retriever Mix,Chocolate/White,Adoption/
Dog,Intact Male,365,Pointer,American Pit Bull Terrier,White/Black,Euthanasia/Aggressive
Cat,Neutered Male,1095,Domestic Longhair Mix,Domestic Longhair Mix,Brown Tabby/White,others
Dog,Spayed Female,1095,Miniature Poodle Mix,Miniature Poodle Mix,White/Apricot,Return_to_owner/
Dog,Neutered Male,730,Labrador Retriever Mix,Labrador Retriever Mix,Black,Return_to_owner/
Dog,Intact Female,1095,Pit Bull Mix,Pit Bull Mix,Brown/White,Transfer/Partner
Cat,Neutered Male,60,Siamese Mix,Siamese Mix,Lynx Point,Adoption/
Dog,Intact Female,5,Pit Bull Mix,Pit Bull Mix,White/Blue,Transfer/Partner
Dog,Spayed Female,730,Pit Bull Mix,Pit Bull Mix,Blue,Return_to_owner/
Cat,Neutered Male,90,Snowshoe Mix,Snowshoe Mix,Seal Point,Adoption/
Dog,Intact Male,5475,Jack Russell Terrier Mix,Jack Russell Terrier Mix,White/Brown,Return_to_owner/
Dog,Neutered Male,365,Pekingese Mix,Pekingese Mix,White/Buff,Adoption/
Dog,Intact Female,300,Dachshund Wirehair,Dachshund Wirehair,Sable,Transfer/Partner
Cat,Intact Male,1,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Cat,Intact Female,2,Siamese Mix,Siamese Mix,Seal Point,Transfer/Partner
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/
Dog,Neutered Male,2920,Labrador Retriever Mix,Labrador Retriever Mix,Black/White,Return_to_owner/
Dog,Spayed Female,730,Pit Bull Mix,Pit Bull Mix,Brown Brindle/White,Adoption/
Dog,Neutered Male,730,Boxer Mix,Boxer Mix,Red/Black,Adoption/
Dog,Neutered Male,365,Black Mouth Cur Mix,Black Mouth Cur Mix,Brown/Black,Adoption/
Dog,Intact Female,4380,Labrador Retriever Mix,Labrador Retriever Mix,Yellow,Euthanasia/Suffering
Dog,Neutered Male,2190,Siberian Husky,German Shepherd,Sable/White,Adoption/
Dog,Intact Male,2555,Pit Bull Mix,Pit Bull Mix,Fawn,others
Dog,Spayed Female,90,Anatol Shepherd Mix,Anatol Shepherd Mix,Sable,Adoption/
Dog,Spayed Female,365,American Bulldog Mix,American Bulldog Mix,White/Brown Brindle,Return_to_owner/
Dog,Spayed Female,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black,Adoption/
Dog,Neutered Male,365,Harrier Mix,Harrier Mix,Brown Brindle/White,Adoption/
Dog,Neutered Male,210,German Shepherd Mix,German Shepherd Mix,Black/Tan,Return_to_owner/
Dog,Neutered Male,1460,Border Terrier,Affenpinscher,Tan/Gray,Adoption/
Dog,Intact Male,150,Pit Bull Mix,Pit Bull Mix,Blue,Transfer/Partner
Cat,Neutered Male,120,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Adoption/
Dog,Spayed Female,300,Siberian Husky Mix,Siberian Husky Mix,Black/White,Adoption/Foster
Dog,Neutered Male,60,Rottweiler,German Shepherd,Sable,Adoption/Offsite
Dog,Intact Male,30,Pit Bull Mix,Pit Bull Mix,White/Brown,Transfer/Partner
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Adoption/Foster
Cat,Intact Female,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Transfer/SCRP
Dog,Intact Female,150,American Pit Bull Terrier Mix,American Pit Bull Terrier Mix,Black/White,Euthanasia/Suffering
Cat,Intact Female,21,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Transfer/Partner
Dog,Spayed Female,150,Pit Bull Mix,Pit Bull Mix,Black/White,Transfer/Partner
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Adoption/
Dog,Neutered Male,2555,Miniature Schnauzer Mix,Miniature Schnauzer Mix,Silver/White,Return_to_owner/
Dog,Intact Male,1095,Chihuahua Shorthair,Chihuahua Shorthair,Fawn,Euthanasia/Suffering
Dog,Neutered Male,1825,Pit Bull Mix,Pit Bull Mix,Black/White,Return_to_owner/
Cat,Neutered Male,3650,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby/White,Adoption/
Cat,Intact Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Adoption/
Dog,Intact Male,1460,Cavalier Span,Jack Russell Terrier,White/Brown,others
Dog,Spayed Female,60,Labrador Retriever Mix,Labrador Retriever Mix,Black,Adoption/Foster
Cat,Intact Female,28,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Transfer/Partner
Dog,Intact Female,150,Pit Bull Mix,Pit Bull Mix,Black,Euthanasia/Suffering
Cat,Intact Female,300,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
