parents,has+AF8-nurs,form,children,housing,finance,social,health,NewAttrib1,NewAttrib2,NewAttrib3,class
pretentious,improper,incomplete,more,less+AF8-conv,inconv,slightly+AF8-prob,priority,pretentiousimproper,incompletemoreless+AF8-convinconv,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,more,less+AF8-conv,inconv,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incompletemoreless+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,less+AF8-conv,inconv,problematic,recommended,pretentiousimproper,incompletemoreless+AF8-convinconv,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,more,less+AF8-conv,inconv,problematic,priority,pretentiousimproper,incompletemoreless+AF8-convinconv,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,more,less+AF8-conv,inconv,problematic,not+AF8-recom,pretentiousimproper,incompletemoreless+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,critical,convenient,nonprob,recommended,pretentiousimproper,incompletemorecriticalconvenient,nonprobrecommended,priority
pretentious,improper,incomplete,more,critical,convenient,nonprob,priority,pretentiousimproper,incompletemorecriticalconvenient,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,more,critical,convenient,nonprob,not+AF8-recom,pretentiousimproper,incompletemorecriticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,critical,convenient,slightly+AF8-prob,recommended,pretentiousimproper,incompletemorecriticalconvenient,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,more,critical,convenient,slightly+AF8-prob,priority,pretentiousimproper,incompletemorecriticalconvenient,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,more,critical,convenient,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incompletemorecriticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,critical,convenient,problematic,recommended,pretentiousimproper,incompletemorecriticalconvenient,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,more,critical,convenient,problematic,priority,pretentiousimproper,incompletemorecriticalconvenient,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,more,critical,convenient,problematic,not+AF8-recom,pretentiousimproper,incompletemorecriticalconvenient,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,critical,inconv,nonprob,recommended,pretentiousimproper,incompletemorecriticalinconv,nonprobrecommended,priority
pretentious,improper,incomplete,more,critical,inconv,nonprob,priority,pretentiousimproper,incompletemorecriticalinconv,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,more,critical,inconv,nonprob,not+AF8-recom,pretentiousimproper,incompletemorecriticalinconv,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,critical,inconv,slightly+AF8-prob,recommended,pretentiousimproper,incompletemorecriticalinconv,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,more,critical,inconv,slightly+AF8-prob,priority,pretentiousimproper,incompletemorecriticalinconv,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,more,critical,inconv,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incompletemorecriticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,critical,inconv,problematic,recommended,pretentiousimproper,incompletemorecriticalinconv,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,more,critical,inconv,problematic,priority,pretentiousimproper,incompletemorecriticalinconv,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,more,critical,inconv,problematic,not+AF8-recom,pretentiousimproper,incompletemorecriticalinconv,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,convenient,convenient,nonprob,recommended,pretentiousimproper,foster1convenientconvenient,nonprobrecommended,priority
pretentious,improper,foster,+AF8-1,convenient,convenient,nonprob,priority,pretentiousimproper,foster1convenientconvenient,nonprobpriority,priority
pretentious,improper,foster,+AF8-1,convenient,convenient,nonprob,not+AF8-recom,pretentiousimproper,foster1convenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,convenient,convenient,slightly+AF8-prob,recommended,pretentiousimproper,foster1convenientconvenient,slightly+AF8-probrecommended,priority
pretentious,improper,foster,+AF8-1,convenient,convenient,slightly+AF8-prob,priority,pretentiousimproper,foster1convenientconvenient,slightly+AF8-probpriority,priority
pretentious,improper,foster,+AF8-1,convenient,convenient,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,foster1convenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,convenient,convenient,problematic,recommended,pretentiousimproper,foster1convenientconvenient,problematicrecommended,priority
pretentious,improper,foster,+AF8-1,convenient,convenient,problematic,priority,pretentiousimproper,foster1convenientconvenient,problematicpriority,priority
pretentious,improper,foster,+AF8-1,convenient,convenient,problematic,not+AF8-recom,pretentiousimproper,foster1convenientconvenient,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,convenient,inconv,nonprob,recommended,pretentiousimproper,foster1convenientinconv,nonprobrecommended,priority
pretentious,improper,foster,+AF8-1,convenient,inconv,nonprob,priority,pretentiousimproper,foster1convenientinconv,nonprobpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-1,convenient,inconv,nonprob,not+AF8-recom,pretentiousimproper,foster1convenientinconv,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,convenient,inconv,slightly+AF8-prob,recommended,pretentiousimproper,foster1convenientinconv,slightly+AF8-probrecommended,priority
pretentious,improper,foster,+AF8-1,convenient,inconv,slightly+AF8-prob,priority,pretentiousimproper,foster1convenientinconv,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-1,convenient,inconv,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,foster1convenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,convenient,inconv,problematic,recommended,pretentiousimproper,foster1convenientinconv,problematicrecommended,spec+AF8-prior
pretentious,improper,foster,+AF8-1,convenient,inconv,problematic,priority,pretentiousimproper,foster1convenientinconv,problematicpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-1,convenient,inconv,problematic,not+AF8-recom,pretentiousimproper,foster1convenientinconv,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,less+AF8-conv,convenient,nonprob,recommended,pretentiousimproper,foster1less+AF8-convconvenient,nonprobrecommended,priority
pretentious,improper,foster,+AF8-1,less+AF8-conv,convenient,nonprob,priority,pretentiousimproper,foster1less+AF8-convconvenient,nonprobpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-1,less+AF8-conv,convenient,nonprob,not+AF8-recom,pretentiousimproper,foster1less+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,less+AF8-conv,convenient,slightly+AF8-prob,recommended,pretentiousimproper,foster1less+AF8-convconvenient,slightly+AF8-probrecommended,priority
pretentious,improper,foster,+AF8-1,less+AF8-conv,convenient,slightly+AF8-prob,priority,pretentiousimproper,foster1less+AF8-convconvenient,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-1,less+AF8-conv,convenient,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,foster1less+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,less+AF8-conv,convenient,problematic,recommended,pretentiousimproper,foster1less+AF8-convconvenient,problematicrecommended,spec+AF8-prior
pretentious,improper,foster,+AF8-1,less+AF8-conv,convenient,problematic,priority,pretentiousimproper,foster1less+AF8-convconvenient,problematicpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-1,less+AF8-conv,convenient,problematic,not+AF8-recom,pretentiousimproper,foster1less+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,less+AF8-conv,inconv,nonprob,recommended,pretentiousimproper,foster1less+AF8-convinconv,nonprobrecommended,priority
pretentious,improper,foster,+AF8-1,less+AF8-conv,inconv,nonprob,priority,pretentiousimproper,foster1less+AF8-convinconv,nonprobpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-1,less+AF8-conv,inconv,nonprob,not+AF8-recom,pretentiousimproper,foster1less+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,less+AF8-conv,inconv,slightly+AF8-prob,recommended,pretentiousimproper,foster1less+AF8-convinconv,slightly+AF8-probrecommended,priority
pretentious,improper,foster,+AF8-1,less+AF8-conv,inconv,slightly+AF8-prob,priority,pretentiousimproper,foster1less+AF8-convinconv,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-1,less+AF8-conv,inconv,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,foster1less+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,less+AF8-conv,inconv,problematic,recommended,pretentiousimproper,foster1less+AF8-convinconv,problematicrecommended,spec+AF8-prior
pretentious,improper,foster,+AF8-1,less+AF8-conv,inconv,problematic,priority,pretentiousimproper,foster1less+AF8-convinconv,problematicpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-1,less+AF8-conv,inconv,problematic,not+AF8-recom,pretentiousimproper,foster1less+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,critical,convenient,nonprob,recommended,pretentiousimproper,foster1criticalconvenient,nonprobrecommended,priority
pretentious,improper,foster,+AF8-1,critical,convenient,nonprob,priority,pretentiousimproper,foster1criticalconvenient,nonprobpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-1,critical,convenient,nonprob,not+AF8-recom,pretentiousimproper,foster1criticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,critical,convenient,slightly+AF8-prob,recommended,pretentiousimproper,foster1criticalconvenient,slightly+AF8-probrecommended,priority
pretentious,improper,foster,+AF8-1,critical,convenient,slightly+AF8-prob,priority,pretentiousimproper,foster1criticalconvenient,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-1,critical,convenient,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,foster1criticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,critical,convenient,problematic,recommended,pretentiousimproper,foster1criticalconvenient,problematicrecommended,spec+AF8-prior
pretentious,improper,foster,+AF8-1,critical,convenient,problematic,priority,pretentiousimproper,foster1criticalconvenient,problematicpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-1,critical,convenient,problematic,not+AF8-recom,pretentiousimproper,foster1criticalconvenient,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,critical,inconv,nonprob,recommended,pretentiousimproper,foster1criticalinconv,nonprobrecommended,priority
pretentious,improper,foster,+AF8-1,critical,inconv,nonprob,priority,pretentiousimproper,foster1criticalinconv,nonprobpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-1,critical,inconv,nonprob,not+AF8-recom,pretentiousimproper,foster1criticalinconv,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,critical,inconv,slightly+AF8-prob,recommended,pretentiousimproper,foster1criticalinconv,slightly+AF8-probrecommended,priority
pretentious,improper,foster,+AF8-1,critical,inconv,slightly+AF8-prob,priority,pretentiousimproper,foster1criticalinconv,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-1,critical,inconv,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,foster1criticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-1,critical,inconv,problematic,recommended,pretentiousimproper,foster1criticalinconv,problematicrecommended,spec+AF8-prior
pretentious,improper,foster,+AF8-1,critical,inconv,problematic,priority,pretentiousimproper,foster1criticalinconv,problematicpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-1,critical,inconv,problematic,not+AF8-recom,pretentiousimproper,foster1criticalinconv,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-2,convenient,convenient,nonprob,recommended,pretentiousimproper,foster2convenientconvenient,nonprobrecommended,priority
pretentious,improper,foster,+AF8-2,convenient,convenient,nonprob,priority,pretentiousimproper,foster2convenientconvenient,nonprobpriority,priority
pretentious,improper,foster,+AF8-2,convenient,convenient,nonprob,not+AF8-recom,pretentiousimproper,foster2convenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-2,convenient,convenient,slightly+AF8-prob,recommended,pretentiousimproper,foster2convenientconvenient,slightly+AF8-probrecommended,priority
pretentious,improper,foster,+AF8-2,convenient,convenient,slightly+AF8-prob,priority,pretentiousimproper,foster2convenientconvenient,slightly+AF8-probpriority,priority
pretentious,improper,foster,+AF8-2,convenient,convenient,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,foster2convenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-2,convenient,convenient,problematic,recommended,pretentiousimproper,foster2convenientconvenient,problematicrecommended,priority
pretentious,improper,foster,+AF8-2,convenient,convenient,problematic,priority,pretentiousimproper,foster2convenientconvenient,problematicpriority,priority
pretentious,improper,foster,+AF8-2,convenient,convenient,problematic,not+AF8-recom,pretentiousimproper,foster2convenientconvenient,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-2,convenient,inconv,nonprob,recommended,pretentiousimproper,foster2convenientinconv,nonprobrecommended,priority
pretentious,improper,foster,+AF8-2,convenient,inconv,nonprob,priority,pretentiousimproper,foster2convenientinconv,nonprobpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-2,convenient,inconv,nonprob,not+AF8-recom,pretentiousimproper,foster2convenientinconv,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-2,convenient,inconv,slightly+AF8-prob,recommended,pretentiousimproper,foster2convenientinconv,slightly+AF8-probrecommended,priority
pretentious,improper,foster,+AF8-2,convenient,inconv,slightly+AF8-prob,priority,pretentiousimproper,foster2convenientinconv,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-2,convenient,inconv,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,foster2convenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-2,convenient,inconv,problematic,recommended,pretentiousimproper,foster2convenientinconv,problematicrecommended,spec+AF8-prior
pretentious,improper,foster,+AF8-2,convenient,inconv,problematic,priority,pretentiousimproper,foster2convenientinconv,problematicpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-2,convenient,inconv,problematic,not+AF8-recom,pretentiousimproper,foster2convenientinconv,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-2,less+AF8-conv,convenient,nonprob,recommended,pretentiousimproper,foster2less+AF8-convconvenient,nonprobrecommended,priority
pretentious,improper,foster,+AF8-2,less+AF8-conv,convenient,nonprob,priority,pretentiousimproper,foster2less+AF8-convconvenient,nonprobpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-2,less+AF8-conv,convenient,nonprob,not+AF8-recom,pretentiousimproper,foster2less+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,foster,+AF8-2,less+AF8-conv,convenient,slightly+AF8-prob,recommended,pretentiousimproper,foster2less+AF8-convconvenient,slightly+AF8-probrecommended,priority
pretentious,improper,foster,+AF8-2,less+AF8-conv,convenient,slightly+AF8-prob,priority,pretentiousimproper,foster2less+AF8-convconvenient,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,foster,+AF8-2,less+AF8-conv,convenient,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,foster2less+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
